WBC,2603_507022,2588_501969,2573_668885,2559_004831,2544_506934,2530_172385,2515_99844,2501_982414,2488_121682,2474_413679,2460_855893,2447_445869,2434_181205,2421_059549,2408_078601,2395_23611,2382_529873,2369_957732,2357_517576,2345_207338,2333_024993,2320_968557,2309_03609,2297_225689,2285_535489,2273_963667,2262_508432,2251_168031,2239_940747,2228_824895,2217_818825,2206_920917,2196_129586,2185_443276,2174_860461,2164_379645,2153_999359,2143_718166,2133_534652,2123_447432,2113_455147,2103_556462,2093_750069,2084_034683,2074_409043,2064_871912,2055_422073,2046_058334,2036_779523,2027_584491,2018_472107,2009_441263,2000_490869,1991_619854,1982_827168,1974_111777,1965_472667,1956_90884,1948_419317,1940_003134,1931_659347,1923_387023,1915_18525,1907_053129,1898_989776,1890_994322,1883_065913,1875_20371,1867_406887,1859_674631,1852_006145,1844_400641,1836_857348,1829_375506,1821_954366,1814_593192,1807_291262,1800_047862,1792_862291,1785_73386,1778_66189,1771_645713,1764_684671,1757_778116,1750_925412,1744_125931,1737_379056,1730_684178,1724_040698,1717_448027,1710_905585,1704_412798,1697_969105,1691_573951,1685_226788,1678_927079,1672_674295,1666_467911,1660_307414,1654_192297,1648_12206,1642_096211,1636_114265,1630_175743,1624_280176,1618_427097,1612_61605,1606_846583,1601_118252,1595_430619,1589_78325,1584_175721,1578_607611,1573_078506,1567_587997,1562_135681,1556_721163,1551_344049,1546_003954,1540_700496,1535_433301,1530_201996,1525_006217,1519_845603,1514_719799,1509_628452,1504_571218,1499_547754,1494_557722,1489_600791,1484_676633,1479_784922,1474_92534,1470_097571,1465_301304,1460_536231,1455_802049,1451_098459,1446_425165,1441_781875,1437_168301,1432_584159,1428_029169,1423_503052,1419_005535,1414_536349,1410_095225,1405_681902,1401_296118,1396_937616,1392_606143,1388_301449,1384_023285,1379_771406,1375_545573,1371_345545,1367_171087,1363_021967,1358_897955,1354_798823,1350_724346,1346_674304,1342_648476,1338_646647,1334_668602,1330_71413,1326_783023,1322_875072,1318_990076,1315_127831,1311_288139,1307_470803,1303_675628,1299_902422,1296_150993
0.18,26.54604722,26.568381,26.64245603,26.79519427,26.94525033,27.04974391,27.2121263,27.58921355,28.21084494,28.94599958,29.6650674,30.36879577,31.09562227,31.77967405,32.31134497,32.72106118,33.18329018,33.7913383,34.41003519,34.83465826,35.04973807,35.22399337,35.46556591,35.7042352,35.86177749,36.01282482,36.23571714,36.3581357,36.05427589,35.27734953,34.46951595,34.23338896,34.78466044,35.7892784,36.7727666,37.56167448,38.2523204,38.88096742,39.29414628,39.3652702,39.19349541,39.0000682,38.89091371,38.79531402,38.61926377,38.37362232,38.12615553,37.89067417,37.61496117,37.2553522,36.81638711,36.32448744,35.80232895,35.26980725,34.73781084,34.1993742,33.65722129,33.15160754,32.70075826,32.20068993,31.48993186,30.63812204,30.15223438,30.70527721,32.48622454,34.89412578,37.00419573,38.28623447,38.86167085,39.15990097,39.42254294,39.59877594,39.61665576,39.56764887,39.58197893,39.64489169,39.64949076,39.58173477,39.54512188,39.60264675,39.68708778,39.71113799,39.69656272,39.72790393,39.81555546,39.88385713,39.89238277,39.89439698,39.94562264,40.01284708,40.02531777,39.98100081,39.94425967,39.9478913,39.95702422,39.94038028,39.91820713,39.91086004,39.88820046,39.82067731,39.74953458,39.74549542,39.80201474,39.82953443,39.77714071,39.70224664,39.68048902,39.69324691,39.6636099,39.58079943,39.51633216,39.50898201,39.50575958,39.45465802,39.3965855,39.40035155,39.43725364,39.40384688,39.27259301,39.1408268,39.0924697,39.07501361,38.98510003,38.83456656,38.74191616,38.75153205,38.75186734,38.62794498,38.42593144,38.29114213,38.26668449,38.24075158,38.10791202,37.903367,37.73924081,37.65941319,37.61694905,37.56059767,37.47347911,37.34325172,37.1618981,36.96136619,36.78337089,36.59263827,36.30821103,35.98097102,35.84931387,36.09912536,36.58887448,36.95467422,37.03875891,37.08971581,37.43358604,38.03163263,38.52398756,38.68164812,38.66218186,38.76020579,39.01250718,39.19676016,39.16390991,39.00940892,38.8940275,38.84140792,38.80529059,38.82344151,38.96716391,39.16645682,39.23915287,39.12452153,38.98051787,38.98359115,39.08915637,39.11457338,39.01556721
0.58,31.92674279,31.80251152,31.75859069,31.79044477,31.81481757,31.79597067,31.82407123,32.02985374,32.44216068,32.96644353,33.50650108,34.05148159,34.60287156,35.08514565,35.41561695,35.64188204,35.9135559,36.28949031,36.64422723,36.82665935,36.86422097,36.92146221,37.07351851,37.22057757,37.26391434,37.26634457,37.33028207,37.36415216,37.12597005,36.55562995,35.95659131,35.76248305,36.13045258,36.82214975,37.50605299,38.07091339,38.5837142,39.04439853,39.31647517,39.31366797,39.13900059,38.97555091,38.89335119,38.82045039,38.68320788,38.50342359,38.3406982,38.19548811,38.01288902,37.76124326,37.46381996,37.15708376,36.85235728,36.54208585,36.2171682,35.87220899,35.51739121,35.18734521,34.90003444,34.59302313,34.16433488,33.65432098,33.37163035,33.71539092,34.77132035,36.14455483,37.27856165,37.90258369,38.14935628,38.29214745,38.43823651,38.51848214,38.49468907,38.44997885,38.46239962,38.48916508,38.44769397,38.35769283,38.32249098,38.38046721,38.45162341,38.45743798,38.42973373,38.4511482,38.5272004,38.58462385,38.58763908,38.58793897,38.63594535,38.69628907,38.69953482,38.6463919,38.60625892,38.61690239,38.63926159,38.62659086,38.58999463,38.56563217,38.55086266,38.51855284,38.47779652,38.47008339,38.50063749,38.51818666,38.48694656,38.44134915,38.4352674,38.46221346,38.46848182,38.43626594,38.40509802,38.40209403,38.3982326,38.36265785,38.32517666,38.33852571,38.39173547,38.41367598,38.36699036,38.29361748,38.24862352,38.22682156,38.19368039,38.15759677,38.15707171,38.18188479,38.16599066,38.08182704,37.99107809,37.96359015,37.97717263,37.95125226,37.86719977,37.79246544,37.77581037,37.77818603,37.74493148,37.69616939,37.6864393,37.69983884,37.65357519,37.50688354,37.29888778,37.06607805,36.8039069,36.56082555,36.49314278,36.7131098,37.0907214,37.33531956,37.32445489,37.25820001,37.40585571,37.76106326,38.07698133,38.20936069,38.28297084,38.4717996,38.71718956,38.79960928,38.64500481,38.41812065,38.29429035,38.26580944,38.24153856,38.23204857,38.32224696,38.48683463,38.58031277,38.54361712,38.49671657,38.56407724,38.68739397,38.71704598,38.64092665
0.33,23.93945024,23.89303018,23.89158248,23.95911062,24.0364805,24.09303045,24.20790059,24.50206997,25.00270193,25.61184544,26.22226916,26.81735096,27.41214796,27.954796,28.37209686,28.70207489,29.0907224,29.61579783,30.16565377,30.55356353,30.72908677,30.80904585,30.91407402,31.05439317,31.19905457,31.36886355,31.56607974,31.65061321,31.42326599,30.8867062,30.34617663,30.18536203,30.53452249,31.19094334,31.87533534,32.48090834,33.03226255,33.49739888,33.75516502,33.75253353,33.59582507,33.44166217,33.34286757,33.23868476,33.07202358,32.8618561,32.65626955,32.4609384,32.23855744,31.95550683,31.60415308,31.19560827,30.75675948,30.32242544,29.90423896,29.47862464,29.03500483,28.61810785,28.26138852,27.87211363,27.28433641,26.53390736,26.05765103,26.45157127,27.88973931,29.8569469,31.5644074,32.57681442,33.01835186,33.25363766,33.46387864,33.58611787,33.56569763,33.50122671,33.50945641,33.5624888,33.55657946,33.48761965,33.45839907,33.51785466,33.58557158,33.5770009,33.53213592,33.55144981,33.63962631,33.69558686,33.66116204,33.60436778,33.61768585,33.68778405,33.72647054,33.70010951,33.66238657,33.65836387,33.66014223,33.62688863,33.57652261,33.55160153,33.54301064,33.50497779,33.43722445,33.39356306,33.39596674,33.39086875,33.32777489,33.24267828,33.21145152,33.23780845,33.24481402,33.1851463,33.10675101,33.08075347,33.10638201,33.13064895,33.13326385,33.13643541,33.13640162,33.08733502,32.97609508,32.86508139,32.81691306,32.80356566,32.74754166,32.64089974,32.56214871,32.55899444,32.57019225,32.50917352,32.38394411,32.27606224,32.21376376,32.13393867,31.98940143,31.83336289,31.75222935,31.74675836,31.73822115,31.67561756,31.57712744,31.46655955,31.32823932,31.15462865,30.98794835,30.86601322,30.76385335,30.65367795,30.60164983,30.71845081,30.99691834,31.27971847,31.43858013,31.5321732,31.71272574,32.00179397,32.2574515,32.37171915,32.41024762,32.50043231,32.63756856,32.69876235,32.6300644,32.52249574,32.47384893,32.46269681,32.42863727,32.41090267,32.50803588,32.70443143,32.83899246,32.78192054,32.5884782,32.43070954,32.39563349,32.43039003,32.4644195
0.39,17.10591429,17.02699006,17.000383,17.03853763,17.09292813,17.13218984,17.20894362,17.41524221,17.77752334,18.22411806,18.66941439,19.09740563,19.52645963,19.93137127,20.26254609,20.53614893,20.84107218,21.22682112,21.6227382,21.91200964,22.06704996,22.16232333,22.26419289,22.36700004,22.45475305,22.56146145,22.70401629,22.78440237,22.65392418,22.30797866,21.95905043,21.87524749,22.14889916,22.64576175,23.17915336,23.66856775,24.10611984,24.4463416,24.61138085,24.59601711,24.49475023,24.40483732,24.3396763,24.25580386,24.13465105,23.99968102,23.86651481,23.71818155,23.5364038,23.32435881,23.08305195,22.79495612,22.45656628,22.10485357,21.77751471,21.46222336,21.12725753,20.79348158,20.51196591,20.24675967,19.86258243,19.33248013,18.94977089,19.19763134,20.28296835,21.8545499,23.28243827,24.17304212,24.5846103,24.80440276,24.99771165,25.12807393,25.14784467,25.12574522,25.15073249,25.20072086,25.19323756,25.1308203,25.11236779,25.19470417,25.31163408,25.367691,25.36316238,25.37452217,25.4361823,25.50319345,25.53431296,25.55432558,25.60379989,25.66734873,25.69811095,25.69433746,25.70365355,25.74772372,25.78702666,25.78014672,25.74288395,25.71967425,25.71845991,25.71211031,25.69430831,25.69202024,25.71574299,25.73411534,25.7206934,25.69934079,25.71063018,25.74742238,25.7630078,25.74003159,25.71352485,25.71541502,25.72848132,25.7211345,25.70149392,25.69979869,25.70842867,25.68263873,25.610766,25.54618271,25.5429282,25.58392159,25.60785028,25.59179342,25.56910463,25.56449263,25.55004969,25.48710966,25.38372208,25.2853239,25.22335197,25.19833742,25.20133163,25.21633541,25.20758502,25.1482296,25.06882062,25.03416765,25.04625814,25.01162843,24.85820276,24.64891639,24.51052695,24.45862966,24.38046712,24.23937174,24.19797107,24.42600427,24.82777621,25.09940864,25.09500726,25.02360739,25.18824478,25.59629547,25.96481109,26.08733002,26.0606635,26.09957327,26.22836163,26.28950708,26.21083255,26.11562579,26.12981777,26.19869318,26.19187601,26.11301801,26.09551403,26.20379276,26.33973355,26.38004539,26.33649218,26.31680055,26.36389475,26.41765559,26.42268849
0.98,25.47960517,25.33165746,25.28301269,25.36348781,25.47043365,25.53257781,25.63080271,25.9098062,26.40014442,26.9848736,27.55022956,28.09896042,28.66147049,29.17326575,29.5400741,29.80066488,30.11464522,30.55414899,30.98890012,31.25029089,31.3575607,31.47945717,31.68890093,31.87113405,31.92198756,31.92617178,32.01463235,32.0922697,31.87968171,31.29130471,30.65341681,30.45078855,30.8642483,31.62331895,32.34217579,32.88670368,33.34728498,33.76337195,34.0165182,34.0107373,33.8339768,33.66561894,33.57896609,33.50147817,33.35439531,33.156552,32.96849387,32.79098861,32.56710439,32.26593075,31.91834446,31.569082,31.22684328,30.8705414,30.48339827,30.07328855,29.67554857,29.33233149,29.03523924,28.68554918,28.18047934,27.61107487,27.35097347,27.82089342,29.06613465,30.63188113,31.9310847,32.69150019,33.04309845,33.2453799,33.40317496,33.47200143,33.44586114,33.41773819,33.45213514,33.49538825,33.47021884,33.40105325,33.37944947,33.42942921,33.4784868,33.47292305,33.45558718,33.49303341,33.57264452,33.62690595,33.63671366,33.64911628,33.68978304,33.71828984,33.69868219,33.66587464,33.67580524,33.71570266,33.72091977,33.67440256,33.63102274,33.62819627,33.62662802,33.58129655,33.5268149,33.5331933,33.59241968,33.61529309,33.55829218,33.4905342,33.49546925,33.55154583,33.56870729,33.5222205,33.47944351,33.48555498,33.49367192,33.44958467,33.39152577,33.39781449,33.45570616,33.46180879,33.36743539,33.25531043,33.22717527,33.26197615,33.25609976,33.18154518,33.12395697,33.14428185,33.17481231,33.11311745,32.97494902,32.87900205,32.87898381,32.88590256,32.79618692,32.64283244,32.56110266,32.61491283,32.71603518,32.72973384,32.6164033,32.45128579,32.32772068,32.26293005,32.1931951,32.04228645,31.80798628,31.60371172,31.59007039,31.82277233,32.17129016,32.43236601,32.53726606,32.61684115,32.8372483,33.1985243,33.54138893,33.72538506,33.75491282,33.73551255,33.74734411,33.79394577,33.84407998,33.87739948,33.89165789,33.89782416,33.9123224,33.93346274,33.93124184,33.89228987,33.87294617,33.95285964,34.11340702,34.22033546,34.18463932,34.09235769,34.09813263
1.32,22.33770838,22.27457875,22.32495485,22.50668519,22.69882837,22.81120881,22.92033392,23.18420773,23.65277795,24.22122386,24.77784297,25.32638772,25.90372566,26.45098941,26.86841304,27.17888785,27.52727329,27.98137088,28.4178875,28.68238619,28.80886787,28.97190689,29.23399288,29.46029151,29.53667592,29.556219,29.65517542,29.71409014,29.41278156,28.66128695,27.84976773,27.55983671,28.02344575,28.93264696,29.82077556,30.50715276,31.08907547,31.62188202,31.97430593,32.0271623,31.87258689,31.71898132,31.65641153,31.59963813,31.45377506,31.24614481,31.05919927,30.89800463,30.68893571,30.39154348,30.0478141,29.71203965,29.38048819,29.01432501,28.60352139,28.18003987,27.78268464,27.42790712,27.09420792,26.71524737,26.23154873,25.72394113,25.49946121,25.93246591,27.10570455,28.6449768,29.99214256,30.82703902,31.22040531,31.42762025,31.59136544,31.6834656,31.67301738,31.63106756,31.63933612,31.67581851,31.66500399,31.6055257,31.57464498,31.60946501,31.65292699,31.64763112,31.62739409,31.66379276,31.75118041,31.80886514,31.79678651,31.76883428,31.78626883,31.82679178,31.82791645,31.79070058,31.78113815,31.82661696,31.86787093,31.83979256,31.75730954,31.68610531,31.65265857,31.63049847,31.60637462,31.60515606,31.63509775,31.65321216,31.62111346,31.56753275,31.55352844,31.58665184,31.61153776,31.58958257,31.54654936,31.52215886,31.5091847,31.4792685,31.44476929,31.44538615,31.47446597,31.46854646,31.39175723,31.29475112,31.25256377,31.26125255,31.24396431,31.15732926,31.049592,30.99413952,30.99188465,30.97793073,30.90889331,30.80720006,30.7201946,30.66066144,30.60399068,30.52663707,30.4329453,30.35673643,30.34009905,30.39215384,30.45484432,30.43261656,30.28439203,30.06603143,29.85111591,29.63105283,29.35458857,29.07779784,28.99394303,29.23397355,29.66090976,29.96237144,29.97976026,29.88257744,29.97195417,30.34772647,30.83319648,31.19454511,31.35065877,31.37488228,31.36650261,31.3758812,31.41921135,31.48431711,31.51916406,31.47246427,31.36443328,31.28855808,31.32161382,31.44914416,31.59945241,31.71092039,31.73673258,31.64680985,31.48537436,31.39685056,31.49624387
0.76,10.69696446,10.57726209,10.51926561,10.54003501,10.59160049,10.6311851,10.684884,10.81683438,11.04660664,11.32645036,11.60681641,11.89077565,12.19398887,12.48420543,12.7109155,12.88992969,13.10544615,13.40466254,13.72352182,13.95469558,14.07403088,14.15499264,14.2633423,14.38733494,14.49138565,14.5885554,14.70103724,14.76840478,14.67552977,14.40595844,14.11991208,14.03746233,14.24220767,14.62391176,15.02301599,15.37936064,15.71069219,15.99910857,16.1692277,16.18573343,16.11346317,16.05082197,16.02982353,16.00699311,15.94032912,15.83963248,15.73677462,15.63721342,15.5199323,15.37077061,15.19372654,14.99534051,14.77855398,14.55150881,14.32521645,14.10104966,13.87711987,13.66646199,13.47974861,13.27753424,12.98392917,12.60981075,12.36493799,12.56594535,13.34564362,14.47451093,15.53032388,16.22788267,16.57688494,16.76087141,16.90791465,17.01265215,17.04493668,17.04603865,17.08189225,17.14822645,17.18384368,17.16898211,17.15950465,17.2098872,17.29832475,17.35985213,17.37382511,17.3832486,17.42957868,17.50157175,17.56174212,17.59768434,17.62488922,17.65257208,17.67407289,17.6895489,17.71310902,17.74770227,17.77195781,17.76826334,17.7519546,17.75502521,17.78483032,17.81838611,17.83849978,17.85486815,17.88133382,17.90727587,17.90947856,17.88908169,17.87788446,17.90303679,17.95698371,18.00577763,18.02030339,17.99799508,17.96271526,17.95241317,17.99602474,18.08207872,18.15252564,18.14654773,18.05990845,17.95567685,17.90440461,17.91597849,17.94262526,17.94037203,17.91137901,17.88485999,17.8712503,17.85171558,17.80860513,17.75229654,17.71264795,17.7074829,17.72203787,17.71877958,17.6727375,17.60103609,17.55138773,17.55046455,17.56410104,17.52694595,17.41876247,17.28797438,17.18170986,17.0750763,16.91359229,16.73348523,16.68495726,16.88311922,17.25122168,17.56902288,17.69722902,17.71950983,17.82934291,18.09394907,18.37902861,18.50686499,18.45265952,18.36770001,18.41186863,18.59345145,18.77991399,18.84018835,18.76719114,18.66755912,18.6466287,18.70600806,18.76251803,18.76349613,18.74869515,18.78966734,18.87791388,18.91857976,18.86259282,18.7905974,18.82733441
1.33,22.55103032,22.47588101,22.46740315,22.541361,22.63649933,22.72177665,22.87315231,23.207808,23.75203315,24.40694084,25.05884419,25.68407679,26.30431361,26.89079129,27.38773672,27.81769705,28.28353035,28.83384362,29.37589252,29.7708143,29.98691228,30.10290258,30.18575461,30.24308698,30.30438147,30.4524883,30.68976798,30.82135253,30.60606856,30.06506194,29.5585777,29.50270443,30.00664782,30.81517215,31.61048545,32.28137369,32.86893221,33.35865033,33.6373485,33.65020174,33.4990976,33.34330962,33.24819728,33.1639207,33.02675953,32.83227551,32.6101085,32.37203696,32.10372689,31.78408961,31.39525901,30.93266825,30.42464124,29.92361939,29.45433886,28.99003827,28.51060851,28.05810239,27.66821188,27.24590988,26.62109379,25.83866275,25.36406368,25.82645713,27.41331519,29.59265856,31.53655264,32.75975291,33.34187437,33.63553043,33.8563825,33.99434234,34.01747823,34.00023388,34.02391029,34.06019633,34.03945554,33.98453347,33.99237585,34.09199955,34.19836226,34.23350954,34.22972563,34.26624588,34.34602973,34.4004134,34.40347655,34.41367472,34.48184463,34.5724244,34.61834404,34.61676818,34.62029433,34.64793972,34.65956105,34.62669972,34.57800778,34.54961901,34.52972775,34.49285667,34.46110124,34.47859137,34.53126486,34.5471894,34.49504496,34.43385418,34.43130449,34.46855913,34.47458974,34.43602257,34.41158766,34.43009394,34.43544005,34.37040822,34.27201948,34.2267584,34.24621279,34.25131386,34.18793275,34.1010559,34.06149567,34.05957141,34.02693683,33.94198032,33.85373457,33.79401315,33.72387839,33.60336702,33.46756446,33.38455119,33.35252426,33.29422121,33.16346105,33.00575895,32.89238409,32.82897769,32.76592371,32.67467994,32.56756683,32.45666514,32.33602355,32.20432173,32.06305097,31.88554994,31.64814379,31.42510073,31.39187321,31.65677278,32.10297643,32.47998168,32.67086108,32.80407785,33.06473059,33.4563708,33.82062474,34.04590918,34.17027329,34.27605977,34.36350902,34.38549827,34.34974215,34.31179596,34.28835984,34.25025745,34.20275542,34.20227477,34.26364241,34.30925482,34.26650814,34.16694602,34.09160456,34.05484579,34.01467363,33.98862628,34.05813333
1.29,23.9198708,23.79543857,23.75311235,23.83711147,23.96700765,24.06953055,24.20153839,24.49305014,24.98477362,25.57707094,26.15766303,26.71951798,27.29401125,27.83143929,28.24524959,28.56194356,28.92390621,29.40284268,29.88296479,30.20259857,30.36888417,30.53396939,30.76978439,30.97669152,31.06355088,31.11175521,31.23606165,31.3262085,31.09974128,30.482675,29.82298071,29.62731302,30.08636872,30.92293922,31.73725747,32.38609762,32.95487123,33.47286018,33.80608002,33.85001557,33.69850278,33.5443675,33.4713015,33.41091928,33.2849794,33.10967919,32.93950351,32.77200192,32.55700264,32.27323994,31.94577322,31.59553682,31.21663107,30.80902778,30.39709148,30.00287938,29.6296212,29.27935257,28.94468515,28.56290189,28.04848521,27.46747341,27.17177672,27.61691877,28.91691328,30.63839505,32.13580432,33.05652374,33.50275187,33.76516728,33.98049228,34.09703587,34.08847881,34.05617896,34.09456589,34.1600111,34.15674014,34.09758106,34.09049753,34.1768751,34.27025095,34.28787468,34.27142694,34.31772832,34.43007871,34.51529081,34.52366544,34.51726768,34.56984113,34.6562668,34.69555324,34.66989172,34.64110698,34.65339013,34.67858448,34.6767982,34.65964136,34.65918459,34.66907904,34.6627467,34.64980857,34.66357901,34.69486203,34.68953148,34.63103275,34.57776562,34.58493211,34.62583368,34.63762968,34.62175378,34.63587501,34.6855845,34.69521423,34.62184554,34.54049438,34.55154116,34.63076532,34.65185042,34.56253029,34.46062656,34.45393786,34.50502681,34.49162193,34.38894163,34.30405301,34.31326642,34.34630554,34.29141606,34.157938,34.05683764,34.03436172,34.01155585,33.91309742,33.78194171,33.71464252,33.72311504,33.72939213,33.67918997,33.59332083,33.5045888,33.4042274,33.27662579,33.13138625,32.96711763,32.75758457,32.53484102,32.44744433,32.62870196,32.99688258,33.29344022,33.37190406,33.38217022,33.58325306,34.00854485,34.43600071,34.6777987,34.78427218,34.91283823,35.08017599,35.16726839,35.13269068,35.0905039,35.13498301,35.18871384,35.12323069,34.96792025,34.89532262,35.00010268,35.19070439,35.33209069,35.40699517,35.4771667,35.53806926,35.51074442,35.37654854
0.81,10.0946978,9.990919624,9.933612166,9.946417765,9.984054647,9.999657241,10.01385137,10.09175076,10.2600111,10.47375713,10.67401151,10.85155537,11.02721326,11.19556771,11.32917078,11.4324352,11.54861915,11.69767566,11.83879408,11.92451313,11.97298949,12.04588948,12.15728741,12.24750009,12.26836736,12.25595355,12.27342726,12.29846963,12.22884804,12.02314472,11.79211764,11.71535231,11.87082405,12.1697902,12.46951665,12.70931305,12.911645,13.08978348,13.20544194,13.22492372,13.17674706,13.12712061,13.11271327,13.11638636,13.10492402,13.06927149,13.02152381,12.96865235,12.90355928,12.81946944,12.72196835,12.62430555,12.53539035,12.45278106,12.36583184,12.26814566,12.16876146,12.08401801,12.00908699,11.90535759,11.74151919,11.5624018,11.50061449,11.68072036,12.09118692,12.57495753,12.96157599,13.19124504,13.31520789,13.40435159,13.47759128,13.51677541,13.52094002,13.51920383,13.53655134,13.5692618,13.60017884,13.62311019,13.64291638,13.66211573,13.68021947,13.70225367,13.73561802,13.77758122,13.81571054,13.8439958,13.87080487,13.90590658,13.94572955,13.9797742,14.00655298,14.03309111,14.06116839,14.08309168,14.09312151,14.09601511,14.10084304,14.11284115,14.134707,14.16781493,14.2045173,14.22551016,14.21813183,14.19826731,14.20003297,14.23818127,14.29154621,14.33022784,14.34922226,14.36375976,14.38167755,14.39893538,14.41816231,14.45064214,14.49138781,14.5122834,14.50051579,14.48677607,14.50992919,14.55893988,14.57916543,14.55021003,14.52521581,14.56399078,14.64608089,14.68936397,14.65625544,14.59912594,14.58591696,14.61184733,14.62055357,14.59636553,14.580119,14.59437823,14.60644872,14.59037938,14.58462601,14.64126811,14.7350392,14.78214589,14.75804367,14.72760584,14.73306474,14.71054193,14.58159758,14.40663319,14.35357713,14.49085167,14.68522276,14.76347828,14.72864594,14.74194024,14.90468394,15.13788511,15.3100308,15.40402295,15.4933878,15.60099719,15.67018007,15.67816995,15.69156645,15.76442935,15.83039021,15.78334906,15.64586572,15.57072133,15.66180631,15.83515138,15.91198597,15.83750605,15.74191426,15.76883435,15.89975441,16.00164372,15.99802909
0.92,34.00702277,33.6637685,33.43332104,33.36312053,33.38002339,33.4147978,33.51695041,33.81016239,34.344411,35.03338771,35.75295311,36.45515675,37.1359609,37.74633604,38.22485219,38.61016254,39.03218048,39.55276659,40.06713028,40.4183928,40.58077371,40.66417176,40.75681313,40.84333606,40.89670291,40.96137677,41.05909567,41.05724652,40.7628389,40.19211044,39.66668198,39.57976899,40.05785283,40.87831055,41.72642003,42.45264066,43.05209331,43.49979575,43.71468886,43.67854921,43.49763279,43.30968612,43.16653443,43.03090287,42.86095337,42.65705919,42.43347883,42.18601262,41.90048263,41.56831668,41.18169991,40.73639946,40.25358329,39.77459638,39.31283419,38.83654099,38.33133393,37.84912491,37.42731136,36.96586903,36.30305871,35.51676079,35.10316569,35.67108879,37.32707159,39.45931689,41.23698966,42.25823359,42.70413404,42.96262895,43.20045535,43.33997399,43.33428579,43.29615327,43.33945976,43.41825554,43.41524435,43.32945893,43.2805567,43.33731709,43.42899495,43.46054573,43.44727389,43.47670563,43.57304187,43.66987706,43.71407704,43.73092387,43.76292081,43.79659074,43.79631561,43.77921094,43.80027016,43.86492129,43.90944601,43.88527743,43.82088599,43.77548932,43.75996486,43.74169784,43.71095198,43.69476602,43.70476708,43.71398459,43.70138684,43.68467155,43.68247199,43.67211584,43.62403395,43.56136953,43.53668198,43.54698017,43.52373996,43.43416976,43.35009512,43.36604486,43.46318466,43.51347369,43.4299871,43.26832173,43.1536431,43.1365201,43.16135954,43.15467649,43.09324116,42.98775541,42.85153519,42.71393807,42.62657792,42.60972972,42.60339471,42.51857714,42.34409373,42.16759571,42.07925622,42.07890405,42.09489923,42.06346639,41.96027995,41.78750217,41.57367626,41.37269835,41.21500179,41.05575191,40.83295917,40.60720645,40.57344081,40.85373326,41.30156054,41.60828112,41.63340169,41.56086185,41.67472057,42.03229831,42.43815723,42.70393256,42.84065189,42.96692713,43.10553605,43.16239332,43.07510429,42.90635863,42.77224472,42.71899854,42.70626467,42.68103815,42.63362255,42.59484233,42.60416266,42.66919497,42.7373726,42.73820359,42.67566871,42.64499655,42.7182487
0.42,11.9648196,12.01973826,12.09707617,12.20840876,12.31635605,12.39740642,12.49864951,12.6953536,13.00131409,13.35530289,13.70787102,14.07874176,14.48925983,14.88189716,15.17496487,15.39279339,15.66940821,16.08849308,16.56287074,16.92609685,17.12490256,17.25663536,17.4235162,17.62373268,17.81533082,18.01197433,18.22469891,18.3383557,18.17071455,17.70903527,17.21820537,17.04689848,17.32058603,17.86580213,18.44802464,18.99705855,19.55303358,20.07557129,20.41964176,20.51082648,20.44708884,20.38282934,20.36452926,20.32676636,20.22258255,20.08869489,19.97312026,19.85618343,19.6806865,19.43187897,19.1443626,18.84370022,18.52449705,18.18623675,17.8504567,17.53042174,17.2197309,16.92646447,16.6725574,16.42005121,16.05235739,15.53527124,15.12195072,15.28475775,16.29962953,17.91214726,19.5137234,20.62897112,21.20741579,21.49855773,21.71575209,21.87907216,21.94183199,21.93947404,21.95466048,21.99941515,22.01779465,21.99381136,21.98625439,22.04182397,22.12723187,22.18318994,22.20933737,22.25181079,22.32571973,22.39884411,22.45157934,22.50429112,22.56694001,22.60503162,22.59226046,22.56904585,22.60121976,22.683816,22.73648608,22.70785873,22.64090555,22.60956862,22.62179587,22.62897782,22.61261953,22.60705307,22.63244558,22.65531451,22.64409654,22.62609879,22.64568381,22.68632875,22.68681106,22.63411887,22.58933489,22.60113886,22.6345049,22.62393786,22.57006111,22.53422761,22.54323305,22.55343078,22.52627382,22.49110264,22.49507455,22.51977392,22.50069961,22.42232434,22.3435375,22.31325484,22.30145655,22.24816813,22.14935643,22.05294144,21.98339789,21.91812197,21.84522366,21.79560203,21.78941562,21.78406093,21.71628576,21.57956228,21.42513799,21.29199519,21.16928413,21.03207782,20.87116718,20.6797576,20.46594255,20.30694585,20.33389576,20.58999505,20.92945469,21.15029048,21.23799995,21.39472634,21.77204016,22.23986748,22.52786946,22.55223931,22.49453698,22.55142612,22.69538411,22.76675222,22.72983806,22.7072272,22.77525808,22.85086787,22.83510107,22.77595107,22.79294772,22.88472146,22.92756821,22.86773583,22.81021011,22.86435443,22.98103974,23.02661873,22.96222382
